"","(Intercept)","as.ordered(time_cts)0.333333333333333","as.ordered(time_cts)0.666666666666667","as.ordered(time_cts)1","as.ordered(time_cts)1.33333333333333","as.ordered(time_cts)1.66666666666667","as.ordered(time_cts)2","as.ordered(time_cts)2.33333333333333","as.ordered(time_cts)2.66666666666667","as.ordered(time_cts)3","as.ordered(time_cts)3.33333333333333","as.ordered(time_cts)3.66666666666667","as.ordered(time_cts)4","as.ordered(time_cts)4.33333333333333","as.ordered(time_cts)4.66666666666667","as.ordered(time_cts)5","as.ordered(time_cts)5.33333333333333","as.ordered(time_cts)5.66666666666667","as.ordered(time_cts)6","as.ordered(time_cts)6.33333333333333","as.ordered(time_cts)6.66666666666667","as.ordered(time_cts)7","as.ordered(time_cts)7.33333333333333","as.ordered(time_cts)8","as.ordered(time_cts)8.33333333333333","as.ordered(time_cts)8.66666666666667","as.ordered(time_cts)9","as.ordered(time_cts)9.33333333333333","as.ordered(time_cts)9.66666666666667","as.ordered(time_cts)10","as.ordered(time_cts)10.6666666666667","as.ordered(time_cts)11","time_cts","time_cts_tot","time_sd","time_lb","time_ub","spp","loc","id","spp2","id2","combo_sd","time_lb2","time_ub2","Species_SciName","Species_SciName2","Sig","loc.orig"
"1",0.118787553824171,0.0577855608559245,0.175039522079268,0.107666232115716,0.186638353641928,0.5192988055459,0.164272871930608,0.0325349699188775,-0.0549797483980072,-0.00550509946105207,0.0364867386624452,0.128073205283168,0.015891911820281,-0.0746882878827868,-0.266788602192679,-0.10991375308276,-0.102439260121582,-0.23420541281695,-0.0689770239831398,0.00249429023415765,0.0773559704326885,0.022710321800423,-0.00106630389272964,-0.0262923039987153,-0.0872561391909194,-0.266822950859341,-0.106520063950813,-0.0910046585438511,-0.199187407519887,0.00396453395060558,0.21250527134128,0.0701540780243635,-0.0222014239733721,-0.0492785421999929,NA,NA,NA,"AGCU",NA,"AGCU:SHRUB","AGCU","AGCU:SHRUB",0.0403385415868972,-0.128342083710311,0.0297849993103256,"A. cupripennis","A. cupripennis","Not Significant","SHRU"
"2",-0.249164431909269,-0.0474473886212469,-0.143723935619132,-0.0594548760794468,-0.0559999040576387,-0.128662846089834,-0.057182577896275,-0.0634277741109232,-0.155887222647195,-0.0637990076206958,-0.0584296443587363,-0.13248082158425,-0.0378643848625995,0.00528485667042025,0.0556175438288598,0.00644147622388083,-0.0339790097092866,-0.120585491568974,-0.0107180966454789,0.0845807169025316,0.294845937056996,0.0988590626494476,0.0372464476417875,0.0262610961647299,0.0509711605007672,0.144963815218332,0.0377863246796751,-0.0180300740359708,-0.0983538652008032,-0.00971217087019361,0.0657282474936876,0.0216987775125422,0.0125395219083349,-0.0145375963182859,NA,NA,NA,"AMHO",NA,"AMHO:MIXED","AMHO","AMHO:MIXED",0.0404251569937675,-0.0937709040260702,0.0646957113894985,"A. holosericeus","A. holosericeus","Not Significant","MIXE"
"3",-0.239540942100541,0.177943388090394,0.103636998225681,0.0361003904229625,0.0176332669661947,-0.0790886773372783,-0.017078555537781,0.0217175260866954,0.0533701942307191,0.000875739712244784,-0.0504283649070277,0.0445050942529816,-0.0237432329482159,-0.12426456838629,-0.123737404683867,-0.0800493610869863,-0.145168475106404,-0.0945785719050452,0.0809218340608967,0.366415307225665,-0.0140323770297533,-0.0327346439694106,-0.0959315017156412,-0.0568991967407521,-0.0952071701134227,0.0175513699688035,-0.0183179350384937,-0.0790859077912171,-0.0913756291488546,-0.047647731396826,-0.0686850503780058,-0.0226749028525861,-0.0243237804888884,-0.0514008987155091,NA,NA,NA,"ANIG",NA,"ANIG:MIXED","ANIG","ANIG:MIXED",0.0417170871940514,-0.13316638961585,0.0303645921848317,"A. igniventris","A. igniventris","Not Significant","MIXE"
"4",-0.174054971188587,-0.0434224391971593,-0.13153187218408,-0.105216371864607,-0.00357393733083318,0.0932106200483159,0.113415801221405,0.0520222304330651,0.0613399176662732,-0.0751232997037081,-0.0598048733418838,-0.125776268554801,-0.133798921095089,-0.0633418770216209,-0.0789823295829415,0.072649080016241,-0.00509099381703198,-0.0897510050383307,-0.0803478028747243,-0.0175811323562724,0.0212883700475804,-0.114637916143579,-0.0725233683637352,-0.128986266615509,-0.0640425579977438,-0.0861487471878992,0.0867701209569733,0.0651860837303523,0.132206282571654,0.203403442668089,0.293127156689674,0.0283414736014523,0.0109395370906876,-0.0161375811359332,NA,NA,NA,"ANIG",NA,"ANIG:NATIVE","ANIG","ANIG:NATIVE",0.0389027907035327,-0.0923870509148572,0.0601118886429909,"A. igniventris","A. igniventris","Not Significant","NATI"
"5",-0.0726011341859587,0.139517848165573,0.0379569935242874,-0.0120107875314383,-0.0783042410757797,-0.0338798526393012,-0.035506680803235,-0.0853959930411021,-0.0266289699565241,-0.00405739542862722,0.0129991611413554,-0.00898135974518176,-0.0431698009965142,-0.136036828528976,-0.0465826770212846,-0.0204460662411989,-0.0221007872335424,-0.0190856114084563,-0.0420125680441995,-0.1220451411518,-0.0213117092126701,0.0504537650577425,0.190798559542942,0.0645160942535075,0.0259271813036264,0.0107746150221969,0.0102674527646819,0.0237163338298695,0.0078294412343329,0.00258472285310253,0.000853291062209462,0.000281695825133663,0.000203689184221083,-0.0268734290423997,NA,NA,NA,"ANIG",NA,"ANIG:SHRUB","ANIG","ANIG:SHRUB",0.040553826306214,-0.106358928602579,0.0526120705177797,"A. igniventris","A. igniventris","Not Significant","SHRU"
"6",-0.0384796346007757,0.318982762272809,-0.0281949271693379,-0.222605342718099,-0.023055250177256,0.160033955586188,0.159291836201894,0.218824758569886,0.129042545929492,0.162117851112432,0.0284343887639895,-0.163931198967275,-0.301479532437735,-0.33363952409185,-0.220253680185178,0.00523189780203511,0.185987614416268,-0.129979342894826,-0.240045860934872,-0.286107370402181,-0.145081868215982,-0.0664816972348548,-0.0889930159518771,0.023369233319034,0.167496131533902,0.0999106234931104,0.231122872494858,0.11130020237831,0.0613437384372947,0.0129923936374037,-0.0521026064371196,0.00727992028044859,-0.00737322191186807,-0.0344503401384888,NA,NA,NA,"ANPA",NA,"ANPA:SHRUB","ANPA","ANPA:SHRUB",0.0349559683817635,-0.102964038166745,0.0340633578897677,"A. parulus","A. parulus","Not Significant","SHRU"
"7",0.581647820462121,0.520029260999037,0.037332898201018,-0.140413569197597,0.117688075099273,-0.115163916634733,-0.114433117269861,-0.0134700513096246,0.507670620749944,0.141122975301109,0.133953862417117,0.0690270402334545,0.722310460249062,-0.0697806739899241,-0.0391408634017335,-0.26905505762095,-0.374072674845607,-0.176724320541009,0.126865815672241,0.181290805597326,0.0624504684534425,-0.0011411902706935,-0.102056832394286,-0.101768672702777,-0.196947022374082,-0.236193513477319,-0.045655558991169,-0.206975375138597,-0.181328610759053,0.246255955465247,0.260097391943569,-0.0772512812966606,-0.0126651704670835,-0.0397422886937042,NA,NA,NA,"ATLA",NA,"ATLA:MIXED","ATLA","ATLA:MIXED",0.0340137161153394,-0.106409172279769,0.0269245948923611,"A. latinuchus","A. latinuchus","Not Significant","MIXE"
"8",-0.255943913584527,0.0138114778457651,0.0418366534047971,0.0805970447140879,0.0316280457119833,0.0256494929564102,-0.0667416415304031,0.0509352644118208,0.23784596894817,0.149906297180662,0.108664097473365,0.215123658535517,-0.0484865461651464,-0.0572339316618434,-0.143776584213371,-0.118593747645488,-0.0723434324811221,-0.124425985357064,-0.105909441341689,-0.0652183781394486,-0.113175447206337,0.00114572524439401,-0.0354612195827786,-0.120268855283883,-0.0777788298550452,-0.141009740662699,-0.0931715566046138,-0.00145215762662145,0.0882933949443794,0.102615846948619,-0.0523153161456748,-0.0709586630565556,-0.0271593921561799,-0.0542365103828007,NA,NA,NA,"ATLA",NA,"ATLA:NATIVE","ATLA","ATLA:NATIVE",0.0412165608746724,-0.135020969697159,0.0265479489315573,"A. latinuchus","A. latinuchus","Not Significant","NATI"
"9",-0.423181672344742,0.0518478414275054,0.210229343699604,-0.123664251155316,-0.135135963850284,-0.208867263147815,-0.16587153591333,0.0636152731990888,0.0847734545307496,0.0869125468861495,0.0655541503169674,0.0455045776670957,-0.150463637023748,-0.182886764886116,-0.159414356210309,0.0169684493088917,-0.0203820287850755,-0.133816808597316,-0.111049703087864,0.0267759220892793,0.00599432951634743,0.122565857377763,0.246635572853062,0.107657136510336,0.115011748448539,0.202741272947701,0.033481005065981,-0.134737114165443,-0.171472347384517,-0.158914345913203,-0.124235125480917,-0.115987324013049,-0.0199255449585317,-0.0470026631851524,NA,NA,NA,"ATLA",NA,"ATLA:SHRUB","ATLA","ATLA:SHRUB",0.038059899003162,-0.12160006523135,0.0275947388610451,"A. latinuchus","A. latinuchus","Not Significant","SHRU"
"10",0.143896317946122,-0.261630249298356,-0.343816246149758,-0.137552484879693,0.143756540414437,-0.011604252923308,0.255555478695016,0.220415287287703,0.0538145709614604,-0.117460193590362,-0.25024915036373,0.271483561174543,0.163213991609259,-0.0171554880617172,-0.049503586778513,0.129337103612492,-0.0876606001943856,0.00361224577383312,0.215781775240609,0.431500451265948,-0.122648400192963,0.261022150088782,-0.225569581329323,-0.208795740822722,-0.229518043399727,0.0461516438457647,0.248537527618331,0.267511549294826,0.0860229719454575,-0.0454948881328395,-0.300396260565045,-0.0276928142607001,0.0128192901801441,-0.0142578280464766,NA,NA,NA,"BACO",NA,"BACO:MIXED","BACO","BACO:MIXED",0.0318267907783531,-0.0766383379720487,0.0481226818790954,"B. coronatus","B. coronatus","Not Significant","MIXE"
"11",0.596351176255907,0.350342897556756,0.219566762710406,0.196261574076363,0.0177373902504646,0.168671954474308,-0.150668986884276,0.0726728326169345,0.207935513278649,0.378085338076221,0.61534567615955,0.364138171325259,-0.0562159404158019,-0.0925310859102987,-0.489985981927475,-0.350828517351245,0.0142160357395043,-0.104525575482052,-0.0500536344354921,-0.256071587175373,-0.157641129793215,-0.134226681485401,-0.223137234090121,-0.383694952259804,0.0777613071016672,0.26468384779283,-0.212859069682865,-0.192145403163559,0.136585283660674,0.117913485482697,0.391754611408837,-0.00448470559588345,-0.0101570272163819,-0.0372341454430026,NA,NA,NA,"BACO",NA,"BACO:NATIVE","BACO","BACO:NATIVE",0.0309963167230454,-0.0979869262201716,0.0235186353341664,"B. coronatus","B. coronatus","Not Significant","NATI"
"12",0.348388091753879,0.286009502585849,0.333088529377801,-0.120560926999134,-0.154868472912955,-0.068187983448357,-0.173441460522779,-0.343737726640803,-0.121266699796571,0.0531110046860386,-0.18840260660931,-0.193606633657658,-0.0403420068391803,0.111501767830239,0.296925126584197,0.0918486387122583,0.223384225042077,0.377143182140201,0.149414825772382,-0.157607075405487,-0.438900936644898,-0.185206014052361,-0.276754125958402,-0.12545686739996,-0.0164357460239195,0.0238727480506876,0.307835111642028,0.227805876390908,0.139945312484831,0.372727615125176,0.200458410825368,-0.135661993068296,0.0236536843513249,-0.00342343387529584,NA,NA,NA,"BANI",NA,"BANI:MIXED","BANI","BANI:MIXED",0.033080895364833,-0.0682619887903685,0.0614151210397768,"B. nigrocristatus","B. nigrocristatus","Not Significant","MIXE"
"13",0.124611057295613,0.546315793007509,0.0902413942357622,0.112338667777598,-0.210701957162134,-0.289462341008015,-0.237164003066014,-0.0887615700855147,0.407560707645591,0.305888947684805,0.284444653560046,0.052024383012988,-0.0364551107516692,-0.161607503902191,-0.229104685545826,-0.101744757659512,0.200034970468501,-0.118148844477599,-0.160654049748175,-0.154202153943123,0.0504021275253875,-0.059675097345404,-0.172101148463524,-0.228849644591199,-0.146639588581034,0.029766337186007,0.380014482755364,0.130259357686206,-0.00320870655155653,-0.10165119176741,-0.02131162931922,-0.0991208615423525,-0.0197077153233097,-0.0467848335499305,NA,NA,NA,"BANI",NA,"BANI:NATIVE","BANI","BANI:NATIVE",0.0369200859966779,-0.119148202103419,0.0255785350035582,"B. nigrocristatus","B. nigrocristatus","Not Significant","NATI"
"14",-0.500179178100294,-0.215646658111231,-0.266023032925328,-0.110612871566313,-0.107763506007855,-0.181628318172059,-0.0247779519129317,0.0893338579644379,0.0184055343896611,-0.113173237504373,-0.0363251106839321,-0.156383595186942,-0.192035008750919,-0.0735404232877123,0.281442871361072,0.16336585217365,0.150353687401814,-0.133757075498962,-0.177797379944654,-0.150671864134089,-0.0305752571268333,0.2187819876694,0.235966291023333,0.0142744000750808,-0.188015001237312,-0.265492176760765,-0.218256786582943,0.057821289706828,0.328358017183024,0.15864814144248,0.144006302959379,0.0863453573643873,0.0135334042991588,-0.0135437139274619,NA,NA,NA,"BANI",NA,"BANI:SHRUB","BANI","BANI:SHRUB",0.0367763851728377,-0.0856254288662237,0.0585380010112999,"B. nigrocristatus","B. nigrocristatus","Not Significant","SHRU"
"15",0.454375533594803,0.125914090298855,-0.112939157826071,-0.255969909234987,-0.172293882940084,-0.0318639613919533,-0.32385489700299,-0.374378069436317,-0.131725481451942,0.277937023248252,-0.0249076609110192,0.0353595983800871,0.529435758752675,0.259521899661921,0.502608807739158,0.219682692495156,0.130337148099559,0.0106444022336176,-0.209112369944606,0.325617165564323,0.124790678568337,-0.148379520959985,-0.0127755987320306,-0.191020583652388,0.0732409455623861,0.101234553865679,-0.0177309709506027,-0.119640656314572,-0.0678518830990005,0.00895680947871949,-0.00342268771067438,0.0670628355471945,0.0248522612193616,-0.00222485700725919,NA,NA,NA,"BUTO",NA,"BUTO:MIXED","BUTO","BUTO:MIXED",0.0326824325407088,-0.0662824247870484,0.06183271077253,"B. torquatus","B. torquatus","Not Significant","MIXE"
"16",-0.320392951325445,-0.012239548853012,-0.0370750884816829,-0.105121462243044,-0.0241776061888402,0.023902819456278,0.0639028196643771,0.0206488711611381,0.00546191717878185,-0.0933330864351893,-0.0112065812150982,0.0556873695903984,0.0741800841421821,0.0430415383645976,0.0704072377838697,0.116791890332801,0.0326476767670632,-0.00712015623094373,0.264577605856316,0.085918273210623,0.0240434216451705,-0.104623078710282,-0.0203662886969622,0.0362076072342756,-0.034500347011028,-0.152102925324183,-0.121513363577791,-0.0836750921983411,-0.159572256327113,-0.14262112909181,-0.139110582033173,-0.0999926121349366,-0.0287980958462844,-0.0558752140729052,NA,NA,NA,"BUTO",NA,"BUTO:NATIVE","BUTO","BUTO:NATIVE",0.0409811994605944,-0.13619836501567,0.0244479368698599,"B. torquatus","B. torquatus","Not Significant","NATI"
"17",0.261915447301126,-0.25907128903403,0.225835877421665,0.689570054287734,0.892408173224841,-0.0545217354656665,-0.322306949255219,-0.171733877764026,-0.295928326915984,-0.362120045382984,-0.162286369439976,-0.268720514126251,-0.357273973733059,-0.2119350385645,-0.0228145919067929,0.404246767130612,0.12952162721498,0.161474279385032,0.20171980817439,-0.0775728748984129,-0.0127187279352343,-0.229931361544206,0.011860670368876,-0.0710514637058148,-0.250540356237159,-0.164882832735382,0.019506083187546,-0.255529789823082,-0.35007148855212,-0.340142736979085,0.251518254401702,1.19147603269855,0.0328154092663021,0.00573829103968134,NA,NA,NA,"CAIN",NA,"CAIN:SHRUB","CAIN","CAIN:SHRUB",0.0315560827897324,-0.0561116312281942,0.0675882133075569,"C. inornata","C. inornata","Not Significant","SHRU"
"18",0.335597592113638,-0.350217225372282,0.138994956083266,-0.0460924575509121,0.501413320939116,0.74434498875406,0.407580633541781,0.534534249451413,-0.102200613821119,0.13143477841153,0.379967264123239,0.361263872469966,-0.0549913712083966,-0.183966645939602,-0.154972414033418,0.274612132283722,-0.237607026186838,-0.403945200684487,-0.371572966485132,-0.12186969869933,-0.204007467162678,-0.240494679537138,-0.222577711188719,-0.140417926987719,-0.249121321535944,-0.24716512210018,-0.0693178430560076,-0.0261136547804327,0.0091384661045067,0.0421278862298156,0.101821066531253,0.322429972518181,-0.0187216187227291,-0.0457987369493499,NA,NA,NA,"CIPL",NA,"CIPL:SHRUB","CIPL","CIPL:SHRUB",0.0333775665282237,-0.111218767344668,0.0196212934459686,"C. platensis","C. platensis","Not Significant","SHRU"
"19",-0.208559118131891,-0.182474346178271,-0.049826728168161,0.0150938700171905,0.20020163036634,0.0571932037513768,-0.00807531525339481,-0.0759037115677785,-0.0238587707034004,-0.00424388286137,-0.124439504133,-0.0160112481014914,0.0706537062352096,0.234940738518584,0.158744162667412,0.298320715964032,0.216100081565199,0.0285063224844069,-0.12034019512557,-0.139185796568176,-0.0391788025326339,0.00757437305264265,-0.0974143451377855,0.0205436402655364,0.166425585011342,-0.00529980429773647,-0.184228956806532,-0.178966004146978,-0.0917759792830671,-0.129332527129358,-0.0703940105063137,-0.107138608556487,-0.0207810956040058,-0.0478582138306265,NA,NA,NA,"COCI",NA,"COCI:SHRUB","COCI","COCI:SHRUB",0.0402256562596761,-0.126700500099592,0.0309840724383386,"C. cinereum","C. cinereum","Not Significant","SHRU"
"20",0.619879782764671,0.274797077305184,0.224102718876944,0.0638784901970918,0.360701058100124,0.102475610869262,0.0237481249470885,0.107304785628458,-0.504581561429235,-0.0924196719641038,-0.0285991517034701,0.0669660625592659,-0.0567759502839555,0.305892506626516,0.0955548362929594,-0.213410090710304,-0.281089874772077,-0.101524095842296,0.215354782133542,-0.208510271264835,-0.478002325035454,-0.102734200416146,0.530308312418441,0.373772483734311,0.100661678432494,-0.13586711510061,0.234869634356341,0.0404421680785992,-0.0449269492496143,-0.314376577339266,0.0993761838164643,0.0991022475105419,0.0110486378600073,-0.0160284803666134,NA,NA,NA,"COIR",NA,"COIR:MIXED","COIR","COIR:MIXED",0.0295767927241228,-0.0739989941058942,0.0419420333726673,"C. iris","C. iris","Not Significant","MIXE"
