"","Specie.Code","year","session","Location","N","i","tot_net_hours","caps_per_1K_nethours","tot.yrs","year_cent"
"4927","OCFU",2015,"PRIMERA","MASE",0,4927,350,0,0,4
"4928","OCFU",2016,"PRIMERA","MASE",0,4928,196.5,0,0,5
"4929","OCFU",2006,"SEGUNDA","MASE",1,4929,288.4,3.46740638002774,1,-5
"4930","OCFU",2007,"SEGUNDA","MASE",0,4930,293.4,0,1,-4
"4931","OCFU",2008,"SEGUNDA","MASE",0,4931,300,0,1,-3
"4932","OCFU",2009,"SEGUNDA","MASE",0,4932,320,0,1,-2
"4933","OCFU",2010,"SEGUNDA","MASE",0,4933,285,0,1,-1
"4934","OCFU",2011,"SEGUNDA","MASE",0,4934,250,0,1,0
"4935","OCFU",2012,"SEGUNDA","MASE",0,4935,337.5,0,1,1
"4936","OCFU",2013,"SEGUNDA","MASE",0,4936,289,0,1,2
"4937","OCFU",2014,"SEGUNDA","MASE",0,4937,275,0,1,3
"4938","OCFU",2015,"SEGUNDA","MASE",0,4938,350,0,1,4
"4939","OCFU",2016,"SEGUNDA","MASE",0,4939,225,0,1,5
"4940","OCFU",2006,"TERCERA","MASE",0,4940,220,0,0,-5
"4941","OCFU",2007,"TERCERA","MASE",0,4941,300,0,0,-4
"4942","OCFU",2008,"TERCERA","MASE",0,4942,320,0,0,-3
"4943","OCFU",2009,"TERCERA","MASE",0,4943,300,0,0,-2
"4944","OCFU",2010,"TERCERA","MASE",0,4944,196.5,0,0,-1
"4945","OCFU",2011,"TERCERA","MASE",0,4945,180,0,0,0
"4946","OCFU",2012,"TERCERA","MASE",0,4946,348,0,0,1
"4947","OCFU",2013,"TERCERA","MASE",0,4947,350,0,0,2
"4948","OCFU",2014,"TERCERA","MASE",0,4948,260,0,0,3
"4949","OCFU",2015,"TERCERA","MASE",0,4949,323.5,0,0,4
"4950","OCFU",2016,"TERCERA","MASE",0,4950,207.16999817,0,0,5
"4951","OCRU",2006,"PRIMERA","LLAV",0,4951,256.3,0,1,-5
"4952","OCRU",2007,"PRIMERA","LLAV",0,4952,311,0,1,-4
"4953","OCRU",2008,"PRIMERA","LLAV",0,4953,90.75,0,1,-3
"4954","OCRU",2009,"PRIMERA","LLAV",1,4954,242,4.13223140495868,1,-2
"4955","OCRU",2010,"PRIMERA","LLAV",0,4955,248,0,1,-1
"4956","OCRU",2011,"PRIMERA","LLAV",0,4956,266.5,0,1,0
"4957","OCRU",2012,"PRIMERA","LLAV",0,4957,175,0,1,1
"4958","OCRU",2013,"PRIMERA","LLAV",0,4958,241,0,1,2
"4959","OCRU",2014,"PRIMERA","LLAV",0,4959,271.5,0,1,3
"4960","OCRU",2015,"PRIMERA","LLAV",0,4960,296.5,0,1,4
"4961","OCRU",2016,"PRIMERA","LLAV",0,4961,219,0,1,5
"4962","OCRU",2006,"SEGUNDA","LLAV",0,4962,291.6,0,0,-5
"4963","OCRU",2007,"SEGUNDA","LLAV",0,4963,256.6,0,0,-4
"4964","OCRU",2008,"SEGUNDA","LLAV",0,4964,210,0,0,-3
"4965","OCRU",2009,"SEGUNDA","LLAV",0,4965,194,0,0,-2
"4966","OCRU",2010,"SEGUNDA","LLAV",0,4966,241,0,0,-1
"4967","OCRU",2011,"SEGUNDA","LLAV",0,4967,230,0,0,0
"4968","OCRU",2012,"SEGUNDA","LLAV",0,4968,83.5,0,0,1
"4969","OCRU",2013,"SEGUNDA","LLAV",0,4969,252,0,0,2
"4970","OCRU",2014,"SEGUNDA","LLAV",0,4970,229,0,0,3
"4971","OCRU",2015,"SEGUNDA","LLAV",0,4971,255,0,0,4
"4972","OCRU",2016,"SEGUNDA","LLAV",0,4972,110,0,0,5
"4973","OCRU",2006,"TERCERA","LLAV",0,4973,282,0,0,-5
"4974","OCRU",2007,"TERCERA","LLAV",0,4974,320,0,0,-4
"4975","OCRU",2008,"TERCERA","LLAV",0,4975,248.5,0,0,-3
"4976","OCRU",2009,"TERCERA","LLAV",0,4976,265,0,0,-2
"4977","OCRU",2010,"TERCERA","LLAV",0,4977,191,0,0,-1
"4978","OCRU",2011,"TERCERA","LLAV",0,4978,198.5,0,0,0
"4979","OCRU",2012,"TERCERA","LLAV",0,4979,206,0,0,1
"4981","OCRU",2014,"TERCERA","LLAV",0,4981,438,0,0,3
"4982","OCRU",2015,"TERCERA","LLAV",0,4982,300,0,0,4
"4983","OCRU",2016,"TERCERA","LLAV",0,4983,200,0,0,5
"4984","OCRU",2006,"PRIMERA","MAIN",0,4984,326.6,0,0,-5
"4985","OCRU",2007,"PRIMERA","MAIN",0,4985,237.5,0,0,-4
"4986","OCRU",2008,"PRIMERA","MAIN",0,4986,269.5,0,0,-3
"4987","OCRU",2009,"PRIMERA","MAIN",0,4987,180,0,0,-2
"4988","OCRU",2010,"PRIMERA","MAIN",0,4988,284.5,0,0,-1
"4989","OCRU",2011,"PRIMERA","MAIN",0,4989,270,0,0,0
"4990","OCRU",2012,"PRIMERA","MAIN",0,4990,220,0,0,1
"4991","OCRU",2013,"PRIMERA","MAIN",0,4991,237,0,0,2
"4992","OCRU",2014,"PRIMERA","MAIN",0,4992,288.5,0,0,3
"4993","OCRU",2015,"PRIMERA","MAIN",0,4993,195,0,0,4
"4994","OCRU",2016,"PRIMERA","MAIN",0,4994,170,0,0,5
"4995","OCRU",2006,"SEGUNDA","MAIN",0,4995,245.2,0,0,-5
"4996","OCRU",2007,"SEGUNDA","MAIN",0,4996,233.4,0,0,-4
"4997","OCRU",2008,"SEGUNDA","MAIN",0,4997,320,0,0,-3
"4998","OCRU",2009,"SEGUNDA","MAIN",0,4998,320,0,0,-2
"4999","OCRU",2010,"SEGUNDA","MAIN",0,4999,210,0,0,-1
"5000","OCRU",2011,"SEGUNDA","MAIN",0,5000,279.5,0,0,0
"5001","OCRU",2012,"SEGUNDA","MAIN",0,5001,400,0,0,1
"5002","OCRU",2013,"SEGUNDA","MAIN",0,5002,140,0,0,2
"5003","OCRU",2014,"SEGUNDA","MAIN",0,5003,300,0,0,3
"5004","OCRU",2015,"SEGUNDA","MAIN",0,5004,242.5,0,0,4
"5005","OCRU",2016,"SEGUNDA","MAIN",0,5005,190,0,0,5
"5006","OCRU",2006,"TERCERA","MAIN",0,5006,160,0,0,-5
"5007","OCRU",2007,"TERCERA","MAIN",0,5007,251.6,0,0,-4
"5008","OCRU",2008,"TERCERA","MAIN",0,5008,320,0,0,-3
"5009","OCRU",2009,"TERCERA","MAIN",0,5009,302,0,0,-2
"5010","OCRU",2010,"TERCERA","MAIN",0,5010,180,0,0,-1
"5011","OCRU",2011,"TERCERA","MAIN",0,5011,290,0,0,0
"5012","OCRU",2012,"TERCERA","MAIN",0,5012,269,0,0,1
"5013","OCRU",2013,"TERCERA","MAIN",0,5013,190,0,0,2
"5014","OCRU",2014,"TERCERA","MAIN",0,5014,310,0,0,3
"5015","OCRU",2015,"TERCERA","MAIN",0,5015,290,0,0,4
"5016","OCRU",2016,"TERCERA","MAIN",0,5016,170,0,0,5
"5017","OCRU",2006,"PRIMERA","MASE",1,5017,300.9,3.32336324360253,1,-5
"5018","OCRU",2007,"PRIMERA","MASE",0,5018,281.6,0,1,-4
"5019","OCRU",2008,"PRIMERA","MASE",0,5019,216.5,0,1,-3
"5020","OCRU",2009,"PRIMERA","MASE",0,5020,210,0,1,-2
"5021","OCRU",2010,"PRIMERA","MASE",0,5021,228,0,1,-1
"5022","OCRU",2011,"PRIMERA","MASE",0,5022,320,0,1,0
"5023","OCRU",2012,"PRIMERA","MASE",0,5023,262.5,0,1,1
"5024","OCRU",2013,"PRIMERA","MASE",0,5024,236,0,1,2
"5025","OCRU",2014,"PRIMERA","MASE",0,5025,234.5,0,1,3
"5026","OCRU",2015,"PRIMERA","MASE",0,5026,350,0,1,4
"5027","OCRU",2016,"PRIMERA","MASE",0,5027,196.5,0,1,5
"5028","OCRU",2006,"SEGUNDA","MASE",0,5028,288.4,0,1,-5
"5029","OCRU",2007,"SEGUNDA","MASE",0,5029,293.4,0,1,-4
"5030","OCRU",2008,"SEGUNDA","MASE",0,5030,300,0,1,-3
"5031","OCRU",2009,"SEGUNDA","MASE",0,5031,320,0,1,-2
"5032","OCRU",2010,"SEGUNDA","MASE",0,5032,285,0,1,-1
"5033","OCRU",2011,"SEGUNDA","MASE",0,5033,250,0,1,0
"5034","OCRU",2012,"SEGUNDA","MASE",0,5034,337.5,0,1,1
"5035","OCRU",2013,"SEGUNDA","MASE",0,5035,289,0,1,2
"5036","OCRU",2014,"SEGUNDA","MASE",2,5036,275,7.27272727272727,1,3
"5037","OCRU",2015,"SEGUNDA","MASE",0,5037,350,0,1,4
"5038","OCRU",2016,"SEGUNDA","MASE",0,5038,225,0,1,5
"5039","OCRU",2006,"TERCERA","MASE",0,5039,220,0,0,-5
"5040","OCRU",2007,"TERCERA","MASE",0,5040,300,0,0,-4
"5041","OCRU",2008,"TERCERA","MASE",0,5041,320,0,0,-3
"5042","OCRU",2009,"TERCERA","MASE",0,5042,300,0,0,-2
"5043","OCRU",2010,"TERCERA","MASE",0,5043,196.5,0,0,-1
"5044","OCRU",2011,"TERCERA","MASE",0,5044,180,0,0,0
"5045","OCRU",2012,"TERCERA","MASE",0,5045,348,0,0,1
"5046","OCRU",2013,"TERCERA","MASE",0,5046,350,0,0,2
"5047","OCRU",2014,"TERCERA","MASE",0,5047,260,0,0,3
"5048","OCRU",2015,"TERCERA","MASE",0,5048,323.5,0,0,4
"5049","OCRU",2016,"TERCERA","MASE",0,5049,207.16999817,0,0,5
"5050","PACO",2006,"PRIMERA","LLAV",0,5050,256.3,0,0,-5
"5051","PACO",2007,"PRIMERA","LLAV",0,5051,311,0,0,-4
"5052","PACO",2008,"PRIMERA","LLAV",0,5052,90.75,0,0,-3
"5053","PACO",2009,"PRIMERA","LLAV",0,5053,242,0,0,-2
"5054","PACO",2010,"PRIMERA","LLAV",0,5054,248,0,0,-1
"5055","PACO",2011,"PRIMERA","LLAV",0,5055,266.5,0,0,0
"5056","PACO",2012,"PRIMERA","LLAV",0,5056,175,0,0,1
"5057","PACO",2013,"PRIMERA","LLAV",0,5057,241,0,0,2
"5058","PACO",2014,"PRIMERA","LLAV",0,5058,271.5,0,0,3
"5059","PACO",2015,"PRIMERA","LLAV",0,5059,296.5,0,0,4
"5060","PACO",2016,"PRIMERA","LLAV",0,5060,219,0,0,5
"5061","PACO",2006,"SEGUNDA","LLAV",0,5061,291.6,0,0,-5
"5062","PACO",2007,"SEGUNDA","LLAV",0,5062,256.6,0,0,-4
"5063","PACO",2008,"SEGUNDA","LLAV",0,5063,210,0,0,-3
"5064","PACO",2009,"SEGUNDA","LLAV",0,5064,194,0,0,-2
"5065","PACO",2010,"SEGUNDA","LLAV",0,5065,241,0,0,-1
"5066","PACO",2011,"SEGUNDA","LLAV",0,5066,230,0,0,0
"5067","PACO",2012,"SEGUNDA","LLAV",0,5067,83.5,0,0,1
"5068","PACO",2013,"SEGUNDA","LLAV",0,5068,252,0,0,2
"5069","PACO",2014,"SEGUNDA","LLAV",0,5069,229,0,0,3
"5070","PACO",2015,"SEGUNDA","LLAV",0,5070,255,0,0,4
"5071","PACO",2016,"SEGUNDA","LLAV",0,5071,110,0,0,5
"5072","PACO",2006,"TERCERA","LLAV",0,5072,282,0,1,-5
"5073","PACO",2007,"TERCERA","LLAV",0,5073,320,0,1,-4
"5074","PACO",2008,"TERCERA","LLAV",1,5074,248.5,4.02414486921529,1,-3
"5075","PACO",2009,"TERCERA","LLAV",0,5075,265,0,1,-2
"5076","PACO",2010,"TERCERA","LLAV",0,5076,191,0,1,-1
"5077","PACO",2011,"TERCERA","LLAV",0,5077,198.5,0,1,0
"5078","PACO",2012,"TERCERA","LLAV",0,5078,206,0,1,1
"5080","PACO",2014,"TERCERA","LLAV",0,5080,438,0,1,3
"5081","PACO",2015,"TERCERA","LLAV",0,5081,300,0,1,4
"5082","PACO",2016,"TERCERA","LLAV",0,5082,200,0,1,5
"5083","PACO",2006,"PRIMERA","MAIN",0,5083,326.6,0,0,-5
"5084","PACO",2007,"PRIMERA","MAIN",0,5084,237.5,0,0,-4
"5085","PACO",2008,"PRIMERA","MAIN",0,5085,269.5,0,0,-3
"5086","PACO",2009,"PRIMERA","MAIN",0,5086,180,0,0,-2
"5087","PACO",2010,"PRIMERA","MAIN",0,5087,284.5,0,0,-1
"5088","PACO",2011,"PRIMERA","MAIN",0,5088,270,0,0,0
"5089","PACO",2012,"PRIMERA","MAIN",0,5089,220,0,0,1
"5090","PACO",2013,"PRIMERA","MAIN",0,5090,237,0,0,2
"5091","PACO",2014,"PRIMERA","MAIN",0,5091,288.5,0,0,3
"5092","PACO",2015,"PRIMERA","MAIN",0,5092,195,0,0,4
"5093","PACO",2016,"PRIMERA","MAIN",0,5093,170,0,0,5
"5094","PACO",2006,"SEGUNDA","MAIN",0,5094,245.2,0,0,-5
"5095","PACO",2007,"SEGUNDA","MAIN",0,5095,233.4,0,0,-4
"5096","PACO",2008,"SEGUNDA","MAIN",0,5096,320,0,0,-3
"5097","PACO",2009,"SEGUNDA","MAIN",0,5097,320,0,0,-2
"5098","PACO",2010,"SEGUNDA","MAIN",0,5098,210,0,0,-1
"5099","PACO",2011,"SEGUNDA","MAIN",0,5099,279.5,0,0,0
"5100","PACO",2012,"SEGUNDA","MAIN",0,5100,400,0,0,1
"5101","PACO",2013,"SEGUNDA","MAIN",0,5101,140,0,0,2
"5102","PACO",2014,"SEGUNDA","MAIN",0,5102,300,0,0,3
"5103","PACO",2015,"SEGUNDA","MAIN",0,5103,242.5,0,0,4
"5104","PACO",2016,"SEGUNDA","MAIN",0,5104,190,0,0,5
"5105","PACO",2006,"TERCERA","MAIN",0,5105,160,0,0,-5
"5106","PACO",2007,"TERCERA","MAIN",0,5106,251.6,0,0,-4
"5107","PACO",2008,"TERCERA","MAIN",0,5107,320,0,0,-3
"5108","PACO",2009,"TERCERA","MAIN",0,5108,302,0,0,-2
"5109","PACO",2010,"TERCERA","MAIN",0,5109,180,0,0,-1
"5110","PACO",2011,"TERCERA","MAIN",0,5110,290,0,0,0
"5111","PACO",2012,"TERCERA","MAIN",0,5111,269,0,0,1
"5112","PACO",2013,"TERCERA","MAIN",0,5112,190,0,0,2
"5113","PACO",2014,"TERCERA","MAIN",0,5113,310,0,0,3
"5114","PACO",2015,"TERCERA","MAIN",0,5114,290,0,0,4
"5115","PACO",2016,"TERCERA","MAIN",0,5115,170,0,0,5
"5116","PACO",2006,"PRIMERA","MASE",0,5116,300.9,0,0,-5
"5117","PACO",2007,"PRIMERA","MASE",0,5117,281.6,0,0,-4
"5118","PACO",2008,"PRIMERA","MASE",0,5118,216.5,0,0,-3
"5119","PACO",2009,"PRIMERA","MASE",0,5119,210,0,0,-2
"5120","PACO",2010,"PRIMERA","MASE",0,5120,228,0,0,-1
"5121","PACO",2011,"PRIMERA","MASE",0,5121,320,0,0,0
"5122","PACO",2012,"PRIMERA","MASE",0,5122,262.5,0,0,1
"5123","PACO",2013,"PRIMERA","MASE",0,5123,236,0,0,2
"5124","PACO",2014,"PRIMERA","MASE",0,5124,234.5,0,0,3
"5125","PACO",2015,"PRIMERA","MASE",0,5125,350,0,0,4
"5126","PACO",2016,"PRIMERA","MASE",0,5126,196.5,0,0,5
"5127","PACO",2006,"SEGUNDA","MASE",0,5127,288.4,0,0,-5
"5128","PACO",2007,"SEGUNDA","MASE",0,5128,293.4,0,0,-4
"5129","PACO",2008,"SEGUNDA","MASE",0,5129,300,0,0,-3
"5130","PACO",2009,"SEGUNDA","MASE",0,5130,320,0,0,-2
"5131","PACO",2010,"SEGUNDA","MASE",0,5131,285,0,0,-1
"5132","PACO",2011,"SEGUNDA","MASE",0,5132,250,0,0,0
"5133","PACO",2012,"SEGUNDA","MASE",0,5133,337.5,0,0,1
"5134","PACO",2013,"SEGUNDA","MASE",0,5134,289,0,0,2
"5135","PACO",2014,"SEGUNDA","MASE",0,5135,275,0,0,3
"5136","PACO",2015,"SEGUNDA","MASE",0,5136,350,0,0,4
"5137","PACO",2016,"SEGUNDA","MASE",0,5137,225,0,0,5
"5138","PACO",2006,"TERCERA","MASE",0,5138,220,0,0,-5
"5139","PACO",2007,"TERCERA","MASE",0,5139,300,0,0,-4
"5140","PACO",2008,"TERCERA","MASE",0,5140,320,0,0,-3
"5141","PACO",2009,"TERCERA","MASE",0,5141,300,0,0,-2
"5142","PACO",2010,"TERCERA","MASE",0,5142,196.5,0,0,-1
"5143","PACO",2011,"TERCERA","MASE",0,5143,180,0,0,0
"5144","PACO",2012,"TERCERA","MASE",0,5144,348,0,0,1
"5145","PACO",2013,"TERCERA","MASE",0,5145,350,0,0,2
"5146","PACO",2014,"TERCERA","MASE",0,5146,260,0,0,3
"5147","PACO",2015,"TERCERA","MASE",0,5147,323.5,0,0,4
"5148","PACO",2016,"TERCERA","MASE",0,5148,207.16999817,0,0,5
"5149","PHUR",2006,"PRIMERA","LLAV",1,5149,256.3,3.90167772142021,2,-5
"5150","PHUR",2007,"PRIMERA","LLAV",0,5150,311,0,2,-4
"5151","PHUR",2008,"PRIMERA","LLAV",0,5151,90.75,0,2,-3
"5152","PHUR",2009,"PRIMERA","LLAV",1,5152,242,4.13223140495868,2,-2
"5153","PHUR",2010,"PRIMERA","LLAV",0,5153,248,0,2,-1
"5154","PHUR",2011,"PRIMERA","LLAV",0,5154,266.5,0,2,0
"5155","PHUR",2012,"PRIMERA","LLAV",0,5155,175,0,2,1
"5156","PHUR",2013,"PRIMERA","LLAV",0,5156,241,0,2,2
"5157","PHUR",2014,"PRIMERA","LLAV",0,5157,271.5,0,2,3
"5158","PHUR",2015,"PRIMERA","LLAV",0,5158,296.5,0,2,4
"5159","PHUR",2016,"PRIMERA","LLAV",0,5159,219,0,2,5
"5160","PHUR",2006,"SEGUNDA","LLAV",0,5160,291.6,0,2,-5
"5161","PHUR",2007,"SEGUNDA","LLAV",1,5161,256.6,3.89711613406079,2,-4
"5162","PHUR",2008,"SEGUNDA","LLAV",0,5162,210,0,2,-3
"5163","PHUR",2009,"SEGUNDA","LLAV",0,5163,194,0,2,-2
"5164","PHUR",2010,"SEGUNDA","LLAV",1,5164,241,4.149377593361,2,-1
"5165","PHUR",2011,"SEGUNDA","LLAV",0,5165,230,0,2,0
"5166","PHUR",2012,"SEGUNDA","LLAV",0,5166,83.5,0,2,1
"5167","PHUR",2013,"SEGUNDA","LLAV",0,5167,252,0,2,2
"5168","PHUR",2014,"SEGUNDA","LLAV",0,5168,229,0,2,3
"5169","PHUR",2015,"SEGUNDA","LLAV",0,5169,255,0,2,4
"5170","PHUR",2016,"SEGUNDA","LLAV",0,5170,110,0,2,5
"5171","PHUR",2006,"TERCERA","LLAV",0,5171,282,0,1,-5
"5172","PHUR",2007,"TERCERA","LLAV",0,5172,320,0,1,-4
"5173","PHUR",2008,"TERCERA","LLAV",0,5173,248.5,0,1,-3
"5174","PHUR",2009,"TERCERA","LLAV",1,5174,265,3.77358490566038,1,-2
"5175","PHUR",2010,"TERCERA","LLAV",0,5175,191,0,1,-1
"5176","PHUR",2011,"TERCERA","LLAV",0,5176,198.5,0,1,0
"5177","PHUR",2012,"TERCERA","LLAV",0,5177,206,0,1,1
"5179","PHUR",2014,"TERCERA","LLAV",0,5179,438,0,1,3
"5180","PHUR",2015,"TERCERA","LLAV",0,5180,300,0,1,4
"5181","PHUR",2016,"TERCERA","LLAV",0,5181,200,0,1,5
"5182","PHUR",2006,"PRIMERA","MAIN",0,5182,326.6,0,0,-5
"5183","PHUR",2007,"PRIMERA","MAIN",0,5183,237.5,0,0,-4
"5184","PHUR",2008,"PRIMERA","MAIN",0,5184,269.5,0,0,-3
"5185","PHUR",2009,"PRIMERA","MAIN",0,5185,180,0,0,-2
"5186","PHUR",2010,"PRIMERA","MAIN",0,5186,284.5,0,0,-1
"5187","PHUR",2011,"PRIMERA","MAIN",0,5187,270,0,0,0
"5188","PHUR",2012,"PRIMERA","MAIN",0,5188,220,0,0,1
"5189","PHUR",2013,"PRIMERA","MAIN",0,5189,237,0,0,2
"5190","PHUR",2014,"PRIMERA","MAIN",0,5190,288.5,0,0,3
"5191","PHUR",2015,"PRIMERA","MAIN",0,5191,195,0,0,4
"5192","PHUR",2016,"PRIMERA","MAIN",0,5192,170,0,0,5
"5193","PHUR",2006,"SEGUNDA","MAIN",0,5193,245.2,0,1,-5
"5194","PHUR",2007,"SEGUNDA","MAIN",0,5194,233.4,0,1,-4
"5195","PHUR",2008,"SEGUNDA","MAIN",0,5195,320,0,1,-3
"5196","PHUR",2009,"SEGUNDA","MAIN",1,5196,320,3.125,1,-2
"5197","PHUR",2010,"SEGUNDA","MAIN",0,5197,210,0,1,-1
"5198","PHUR",2011,"SEGUNDA","MAIN",0,5198,279.5,0,1,0
"5199","PHUR",2012,"SEGUNDA","MAIN",0,5199,400,0,1,1
"5200","PHUR",2013,"SEGUNDA","MAIN",0,5200,140,0,1,2
"5201","PHUR",2014,"SEGUNDA","MAIN",0,5201,300,0,1,3
"5202","PHUR",2015,"SEGUNDA","MAIN",0,5202,242.5,0,1,4
"5203","PHUR",2016,"SEGUNDA","MAIN",0,5203,190,0,1,5
"5204","PHUR",2006,"TERCERA","MAIN",0,5204,160,0,0,-5
"5205","PHUR",2007,"TERCERA","MAIN",0,5205,251.6,0,0,-4
"5206","PHUR",2008,"TERCERA","MAIN",0,5206,320,0,0,-3
"5207","PHUR",2009,"TERCERA","MAIN",0,5207,302,0,0,-2
"5208","PHUR",2010,"TERCERA","MAIN",0,5208,180,0,0,-1
"5209","PHUR",2011,"TERCERA","MAIN",0,5209,290,0,0,0
"5210","PHUR",2012,"TERCERA","MAIN",0,5210,269,0,0,1
"5211","PHUR",2013,"TERCERA","MAIN",0,5211,190,0,0,2
"5212","PHUR",2014,"TERCERA","MAIN",0,5212,310,0,0,3
"5213","PHUR",2015,"TERCERA","MAIN",0,5213,290,0,0,4
"5214","PHUR",2016,"TERCERA","MAIN",0,5214,170,0,0,5
"5215","PHUR",2006,"PRIMERA","MASE",0,5215,300.9,0,1,-5
"5216","PHUR",2007,"PRIMERA","MASE",0,5216,281.6,0,1,-4
"5217","PHUR",2008,"PRIMERA","MASE",0,5217,216.5,0,1,-3
"5218","PHUR",2009,"PRIMERA","MASE",1,5218,210,4.76190476190476,1,-2
"5219","PHUR",2010,"PRIMERA","MASE",0,5219,228,0,1,-1
"5220","PHUR",2011,"PRIMERA","MASE",0,5220,320,0,1,0
"5221","PHUR",2012,"PRIMERA","MASE",0,5221,262.5,0,1,1
"5222","PHUR",2013,"PRIMERA","MASE",0,5222,236,0,1,2
"5223","PHUR",2014,"PRIMERA","MASE",0,5223,234.5,0,1,3
"5224","PHUR",2015,"PRIMERA","MASE",0,5224,350,0,1,4
"5225","PHUR",2016,"PRIMERA","MASE",0,5225,196.5,0,1,5
"5226","PHUR",2006,"SEGUNDA","MASE",0,5226,288.4,0,3,-5
"5227","PHUR",2007,"SEGUNDA","MASE",1,5227,293.4,3.40831629175188,3,-4
"5228","PHUR",2008,"SEGUNDA","MASE",0,5228,300,0,3,-3
"5229","PHUR",2009,"SEGUNDA","MASE",6,5229,320,18.75,3,-2
"5230","PHUR",2010,"SEGUNDA","MASE",0,5230,285,0,3,-1
"5231","PHUR",2011,"SEGUNDA","MASE",0,5231,250,0,3,0
"5232","PHUR",2012,"SEGUNDA","MASE",1,5232,337.5,2.96296296296296,3,1
"5233","PHUR",2013,"SEGUNDA","MASE",0,5233,289,0,3,2
"5234","PHUR",2014,"SEGUNDA","MASE",0,5234,275,0,3,3
"5235","PHUR",2015,"SEGUNDA","MASE",0,5235,350,0,3,4
"5236","PHUR",2016,"SEGUNDA","MASE",0,5236,225,0,3,5
"5237","PHUR",2006,"TERCERA","MASE",1,5237,220,4.54545454545454,2,-5
"5238","PHUR",2007,"TERCERA","MASE",0,5238,300,0,2,-4
"5239","PHUR",2008,"TERCERA","MASE",0,5239,320,0,2,-3
"5240","PHUR",2009,"TERCERA","MASE",0,5240,300,0,2,-2
"5241","PHUR",2010,"TERCERA","MASE",1,5241,196.5,5.08905852417303,2,-1
"5242","PHUR",2011,"TERCERA","MASE",0,5242,180,0,2,0
"5243","PHUR",2012,"TERCERA","MASE",0,5243,348,0,2,1
"5244","PHUR",2013,"TERCERA","MASE",0,5244,350,0,2,2
"5245","PHUR",2014,"TERCERA","MASE",0,5245,260,0,2,3
"5246","PHUR",2015,"TERCERA","MASE",0,5246,323.5,0,2,4
"5247","PHUR",2016,"TERCERA","MASE",0,5247,207.16999817,0,2,5
"5248","PIRI",2006,"PRIMERA","LLAV",0,5248,256.3,0,0,-5
"5249","PIRI",2007,"PRIMERA","LLAV",0,5249,311,0,0,-4
"5250","PIRI",2008,"PRIMERA","LLAV",0,5250,90.75,0,0,-3
"5251","PIRI",2009,"PRIMERA","LLAV",0,5251,242,0,0,-2
"5252","PIRI",2010,"PRIMERA","LLAV",0,5252,248,0,0,-1
"5253","PIRI",2011,"PRIMERA","LLAV",0,5253,266.5,0,0,0
"5254","PIRI",2012,"PRIMERA","LLAV",0,5254,175,0,0,1
"5255","PIRI",2013,"PRIMERA","LLAV",0,5255,241,0,0,2
"5256","PIRI",2014,"PRIMERA","LLAV",0,5256,271.5,0,0,3
"5257","PIRI",2015,"PRIMERA","LLAV",0,5257,296.5,0,0,4
"5258","PIRI",2016,"PRIMERA","LLAV",0,5258,219,0,0,5
"5259","PIRI",2006,"SEGUNDA","LLAV",0,5259,291.6,0,0,-5
"5260","PIRI",2007,"SEGUNDA","LLAV",0,5260,256.6,0,0,-4
"5261","PIRI",2008,"SEGUNDA","LLAV",0,5261,210,0,0,-3
"5262","PIRI",2009,"SEGUNDA","LLAV",0,5262,194,0,0,-2
"5263","PIRI",2010,"SEGUNDA","LLAV",0,5263,241,0,0,-1
"5264","PIRI",2011,"SEGUNDA","LLAV",0,5264,230,0,0,0
"5265","PIRI",2012,"SEGUNDA","LLAV",0,5265,83.5,0,0,1
"5266","PIRI",2013,"SEGUNDA","LLAV",0,5266,252,0,0,2
"5267","PIRI",2014,"SEGUNDA","LLAV",0,5267,229,0,0,3
"5268","PIRI",2015,"SEGUNDA","LLAV",0,5268,255,0,0,4
"5269","PIRI",2016,"SEGUNDA","LLAV",0,5269,110,0,0,5
"5270","PIRI",2006,"TERCERA","LLAV",0,5270,282,0,0,-5
"5271","PIRI",2007,"TERCERA","LLAV",0,5271,320,0,0,-4
"5272","PIRI",2008,"TERCERA","LLAV",0,5272,248.5,0,0,-3
"5273","PIRI",2009,"TERCERA","LLAV",0,5273,265,0,0,-2
"5274","PIRI",2010,"TERCERA","LLAV",0,5274,191,0,0,-1
"5275","PIRI",2011,"TERCERA","LLAV",0,5275,198.5,0,0,0
"5276","PIRI",2012,"TERCERA","LLAV",0,5276,206,0,0,1
"5278","PIRI",2014,"TERCERA","LLAV",0,5278,438,0,0,3
"5279","PIRI",2015,"TERCERA","LLAV",0,5279,300,0,0,4
"5280","PIRI",2016,"TERCERA","LLAV",0,5280,200,0,0,5
"5281","PIRI",2006,"PRIMERA","MAIN",0,5281,326.6,0,1,-5
"5282","PIRI",2007,"PRIMERA","MAIN",0,5282,237.5,0,1,-4
"5283","PIRI",2008,"PRIMERA","MAIN",0,5283,269.5,0,1,-3
"5284","PIRI",2009,"PRIMERA","MAIN",0,5284,180,0,1,-2
"5285","PIRI",2010,"PRIMERA","MAIN",0,5285,284.5,0,1,-1
"5286","PIRI",2011,"PRIMERA","MAIN",0,5286,270,0,1,0
"5287","PIRI",2012,"PRIMERA","MAIN",0,5287,220,0,1,1
"5288","PIRI",2013,"PRIMERA","MAIN",0,5288,237,0,1,2
"5289","PIRI",2014,"PRIMERA","MAIN",1,5289,288.5,3.46620450606586,1,3
