"","Specie.Code","year","session","Location","N","i","tot_net_hours","caps_per_1K_nethours","tot.yrs","year_cent"
"1","AGCU",2006,"PRIMERA","LLAV",0,1,256.3,0,2,-5
"2","AGCU",2007,"PRIMERA","LLAV",1,2,311,3.21543408360129,2,-4
"3","AGCU",2008,"PRIMERA","LLAV",1,3,90.75,11.0192837465565,2,-3
"4","AGCU",2009,"PRIMERA","LLAV",0,4,242,0,2,-2
"5","AGCU",2010,"PRIMERA","LLAV",0,5,248,0,2,-1
"6","AGCU",2011,"PRIMERA","LLAV",0,6,266.5,0,2,0
"7","AGCU",2012,"PRIMERA","LLAV",0,7,175,0,2,1
"8","AGCU",2013,"PRIMERA","LLAV",0,8,241,0,2,2
"9","AGCU",2014,"PRIMERA","LLAV",0,9,271.5,0,2,3
"10","AGCU",2015,"PRIMERA","LLAV",0,10,296.5,0,2,4
"11","AGCU",2016,"PRIMERA","LLAV",0,11,219,0,2,5
"12","AGCU",2006,"SEGUNDA","LLAV",4,12,291.6,13.7174211248285,6,-5
"13","AGCU",2007,"SEGUNDA","LLAV",6,13,256.6,23.3826968043648,6,-4
"14","AGCU",2008,"SEGUNDA","LLAV",1,14,210,4.76190476190476,6,-3
"15","AGCU",2009,"SEGUNDA","LLAV",2,15,194,10.3092783505155,6,-2
"16","AGCU",2010,"SEGUNDA","LLAV",0,16,241,0,6,-1
"17","AGCU",2011,"SEGUNDA","LLAV",0,17,230,0,6,0
"18","AGCU",2012,"SEGUNDA","LLAV",1,18,83.5,11.9760479041916,6,1
"19","AGCU",2013,"SEGUNDA","LLAV",0,19,252,0,6,2
"20","AGCU",2014,"SEGUNDA","LLAV",0,20,229,0,6,3
"21","AGCU",2015,"SEGUNDA","LLAV",0,21,255,0,6,4
"22","AGCU",2016,"SEGUNDA","LLAV",2,22,110,18.1818181818182,6,5
"23","AGCU",2006,"TERCERA","LLAV",1,23,282,3.54609929078014,2,-5
"24","AGCU",2007,"TERCERA","LLAV",0,24,320,0,2,-4
"25","AGCU",2008,"TERCERA","LLAV",0,25,248.5,0,2,-3
"26","AGCU",2009,"TERCERA","LLAV",1,26,265,3.77358490566038,2,-2
"27","AGCU",2010,"TERCERA","LLAV",0,27,191,0,2,-1
"28","AGCU",2011,"TERCERA","LLAV",0,28,198.5,0,2,0
"29","AGCU",2012,"TERCERA","LLAV",0,29,206,0,2,1
"31","AGCU",2014,"TERCERA","LLAV",0,31,438,0,2,3
"32","AGCU",2015,"TERCERA","LLAV",0,32,300,0,2,4
"33","AGCU",2016,"TERCERA","LLAV",0,33,200,0,2,5
"34","AGCU",2006,"PRIMERA","MAIN",0,34,326.6,0,0,-5
"35","AGCU",2007,"PRIMERA","MAIN",0,35,237.5,0,0,-4
"36","AGCU",2008,"PRIMERA","MAIN",0,36,269.5,0,0,-3
"37","AGCU",2009,"PRIMERA","MAIN",0,37,180,0,0,-2
"38","AGCU",2010,"PRIMERA","MAIN",0,38,284.5,0,0,-1
"39","AGCU",2011,"PRIMERA","MAIN",0,39,270,0,0,0
"40","AGCU",2012,"PRIMERA","MAIN",0,40,220,0,0,1
"41","AGCU",2013,"PRIMERA","MAIN",0,41,237,0,0,2
"42","AGCU",2014,"PRIMERA","MAIN",0,42,288.5,0,0,3
"43","AGCU",2015,"PRIMERA","MAIN",0,43,195,0,0,4
"44","AGCU",2016,"PRIMERA","MAIN",0,44,170,0,0,5
"45","AGCU",2006,"SEGUNDA","MAIN",0,45,245.2,0,0,-5
"46","AGCU",2007,"SEGUNDA","MAIN",0,46,233.4,0,0,-4
"47","AGCU",2008,"SEGUNDA","MAIN",0,47,320,0,0,-3
"48","AGCU",2009,"SEGUNDA","MAIN",0,48,320,0,0,-2
"49","AGCU",2010,"SEGUNDA","MAIN",0,49,210,0,0,-1
"50","AGCU",2011,"SEGUNDA","MAIN",0,50,279.5,0,0,0
"51","AGCU",2012,"SEGUNDA","MAIN",0,51,400,0,0,1
"52","AGCU",2013,"SEGUNDA","MAIN",0,52,140,0,0,2
"53","AGCU",2014,"SEGUNDA","MAIN",0,53,300,0,0,3
"54","AGCU",2015,"SEGUNDA","MAIN",0,54,242.5,0,0,4
"55","AGCU",2016,"SEGUNDA","MAIN",0,55,190,0,0,5
"56","AGCU",2006,"TERCERA","MAIN",0,56,160,0,1,-5
"57","AGCU",2007,"TERCERA","MAIN",0,57,251.6,0,1,-4
"58","AGCU",2008,"TERCERA","MAIN",1,58,320,3.125,1,-3
"59","AGCU",2009,"TERCERA","MAIN",0,59,302,0,1,-2
"60","AGCU",2010,"TERCERA","MAIN",0,60,180,0,1,-1
"61","AGCU",2011,"TERCERA","MAIN",0,61,290,0,1,0
"62","AGCU",2012,"TERCERA","MAIN",0,62,269,0,1,1
"63","AGCU",2013,"TERCERA","MAIN",0,63,190,0,1,2
"64","AGCU",2014,"TERCERA","MAIN",0,64,310,0,1,3
"65","AGCU",2015,"TERCERA","MAIN",0,65,290,0,1,4
"66","AGCU",2016,"TERCERA","MAIN",0,66,170,0,1,5
"67","AGCU",2006,"PRIMERA","MASE",0,67,300.9,0,0,-5
"68","AGCU",2007,"PRIMERA","MASE",0,68,281.6,0,0,-4
"69","AGCU",2008,"PRIMERA","MASE",0,69,216.5,0,0,-3
"70","AGCU",2009,"PRIMERA","MASE",0,70,210,0,0,-2
"71","AGCU",2010,"PRIMERA","MASE",0,71,228,0,0,-1
"72","AGCU",2011,"PRIMERA","MASE",0,72,320,0,0,0
"73","AGCU",2012,"PRIMERA","MASE",0,73,262.5,0,0,1
"74","AGCU",2013,"PRIMERA","MASE",0,74,236,0,0,2
"75","AGCU",2014,"PRIMERA","MASE",0,75,234.5,0,0,3
"76","AGCU",2015,"PRIMERA","MASE",0,76,350,0,0,4
"77","AGCU",2016,"PRIMERA","MASE",0,77,196.5,0,0,5
"78","AGCU",2006,"SEGUNDA","MASE",0,78,288.4,0,0,-5
"79","AGCU",2007,"SEGUNDA","MASE",0,79,293.4,0,0,-4
"80","AGCU",2008,"SEGUNDA","MASE",0,80,300,0,0,-3
"81","AGCU",2009,"SEGUNDA","MASE",0,81,320,0,0,-2
"82","AGCU",2010,"SEGUNDA","MASE",0,82,285,0,0,-1
"83","AGCU",2011,"SEGUNDA","MASE",0,83,250,0,0,0
"84","AGCU",2012,"SEGUNDA","MASE",0,84,337.5,0,0,1
"85","AGCU",2013,"SEGUNDA","MASE",0,85,289,0,0,2
"86","AGCU",2014,"SEGUNDA","MASE",0,86,275,0,0,3
"87","AGCU",2015,"SEGUNDA","MASE",0,87,350,0,0,4
"88","AGCU",2016,"SEGUNDA","MASE",0,88,225,0,0,5
"89","AGCU",2006,"TERCERA","MASE",0,89,220,0,0,-5
"90","AGCU",2007,"TERCERA","MASE",0,90,300,0,0,-4
"91","AGCU",2008,"TERCERA","MASE",0,91,320,0,0,-3
"92","AGCU",2009,"TERCERA","MASE",0,92,300,0,0,-2
"93","AGCU",2010,"TERCERA","MASE",0,93,196.5,0,0,-1
"94","AGCU",2011,"TERCERA","MASE",0,94,180,0,0,0
"95","AGCU",2012,"TERCERA","MASE",0,95,348,0,0,1
"96","AGCU",2013,"TERCERA","MASE",0,96,350,0,0,2
"97","AGCU",2014,"TERCERA","MASE",0,97,260,0,0,3
"98","AGCU",2015,"TERCERA","MASE",0,98,323.5,0,0,4
"99","AGCU",2016,"TERCERA","MASE",0,99,207.16999817,0,0,5
"100","AMHO",2006,"PRIMERA","LLAV",0,100,256.3,0,0,-5
"101","AMHO",2007,"PRIMERA","LLAV",0,101,311,0,0,-4
"102","AMHO",2008,"PRIMERA","LLAV",0,102,90.75,0,0,-3
"103","AMHO",2009,"PRIMERA","LLAV",0,103,242,0,0,-2
"104","AMHO",2010,"PRIMERA","LLAV",0,104,248,0,0,-1
"105","AMHO",2011,"PRIMERA","LLAV",0,105,266.5,0,0,0
"106","AMHO",2012,"PRIMERA","LLAV",0,106,175,0,0,1
"107","AMHO",2013,"PRIMERA","LLAV",0,107,241,0,0,2
"108","AMHO",2014,"PRIMERA","LLAV",0,108,271.5,0,0,3
"109","AMHO",2015,"PRIMERA","LLAV",0,109,296.5,0,0,4
"110","AMHO",2016,"PRIMERA","LLAV",0,110,219,0,0,5
"111","AMHO",2006,"SEGUNDA","LLAV",0,111,291.6,0,0,-5
"112","AMHO",2007,"SEGUNDA","LLAV",0,112,256.6,0,0,-4
"113","AMHO",2008,"SEGUNDA","LLAV",0,113,210,0,0,-3
"114","AMHO",2009,"SEGUNDA","LLAV",0,114,194,0,0,-2
"115","AMHO",2010,"SEGUNDA","LLAV",0,115,241,0,0,-1
"116","AMHO",2011,"SEGUNDA","LLAV",0,116,230,0,0,0
"117","AMHO",2012,"SEGUNDA","LLAV",0,117,83.5,0,0,1
"118","AMHO",2013,"SEGUNDA","LLAV",0,118,252,0,0,2
"119","AMHO",2014,"SEGUNDA","LLAV",0,119,229,0,0,3
"120","AMHO",2015,"SEGUNDA","LLAV",0,120,255,0,0,4
"121","AMHO",2016,"SEGUNDA","LLAV",0,121,110,0,0,5
"122","AMHO",2006,"TERCERA","LLAV",0,122,282,0,1,-5
"123","AMHO",2007,"TERCERA","LLAV",0,123,320,0,1,-4
"124","AMHO",2008,"TERCERA","LLAV",0,124,248.5,0,1,-3
"125","AMHO",2009,"TERCERA","LLAV",0,125,265,0,1,-2
"126","AMHO",2010,"TERCERA","LLAV",0,126,191,0,1,-1
"127","AMHO",2011,"TERCERA","LLAV",0,127,198.5,0,1,0
"128","AMHO",2012,"TERCERA","LLAV",0,128,206,0,1,1
"130","AMHO",2014,"TERCERA","LLAV",0,130,438,0,1,3
"131","AMHO",2015,"TERCERA","LLAV",1,131,300,3.33333333333333,1,4
"132","AMHO",2016,"TERCERA","LLAV",0,132,200,0,1,5
"133","AMHO",2006,"PRIMERA","MAIN",6,133,326.6,18.3710961420698,3,-5
"134","AMHO",2007,"PRIMERA","MAIN",0,134,237.5,0,3,-4
"135","AMHO",2008,"PRIMERA","MAIN",0,135,269.5,0,3,-3
"136","AMHO",2009,"PRIMERA","MAIN",0,136,180,0,3,-2
"137","AMHO",2010,"PRIMERA","MAIN",0,137,284.5,0,3,-1
"138","AMHO",2011,"PRIMERA","MAIN",0,138,270,0,3,0
"139","AMHO",2012,"PRIMERA","MAIN",1,139,220,4.54545454545454,3,1
"140","AMHO",2013,"PRIMERA","MAIN",0,140,237,0,3,2
"141","AMHO",2014,"PRIMERA","MAIN",2,141,288.5,6.93240901213172,3,3
"142","AMHO",2015,"PRIMERA","MAIN",0,142,195,0,3,4
"143","AMHO",2016,"PRIMERA","MAIN",0,143,170,0,3,5
"144","AMHO",2006,"SEGUNDA","MAIN",0,144,245.2,0,4,-5
"145","AMHO",2007,"SEGUNDA","MAIN",0,145,233.4,0,4,-4
"146","AMHO",2008,"SEGUNDA","MAIN",0,146,320,0,4,-3
"147","AMHO",2009,"SEGUNDA","MAIN",0,147,320,0,4,-2
"148","AMHO",2010,"SEGUNDA","MAIN",1,148,210,4.76190476190476,4,-1
"149","AMHO",2011,"SEGUNDA","MAIN",0,149,279.5,0,4,0
"150","AMHO",2012,"SEGUNDA","MAIN",3,150,400,7.5,4,1
"151","AMHO",2013,"SEGUNDA","MAIN",0,151,140,0,4,2
"152","AMHO",2014,"SEGUNDA","MAIN",2,152,300,6.66666666666667,4,3
"153","AMHO",2015,"SEGUNDA","MAIN",0,153,242.5,0,4,4
"154","AMHO",2016,"SEGUNDA","MAIN",1,154,190,5.26315789473684,4,5
"155","AMHO",2006,"TERCERA","MAIN",0,155,160,0,1,-5
"156","AMHO",2007,"TERCERA","MAIN",0,156,251.6,0,1,-4
"157","AMHO",2008,"TERCERA","MAIN",0,157,320,0,1,-3
"158","AMHO",2009,"TERCERA","MAIN",0,158,302,0,1,-2
"159","AMHO",2010,"TERCERA","MAIN",0,159,180,0,1,-1
"160","AMHO",2011,"TERCERA","MAIN",1,160,290,3.44827586206897,1,0
"161","AMHO",2012,"TERCERA","MAIN",0,161,269,0,1,1
"162","AMHO",2013,"TERCERA","MAIN",0,162,190,0,1,2
"163","AMHO",2014,"TERCERA","MAIN",0,163,310,0,1,3
"164","AMHO",2015,"TERCERA","MAIN",0,164,290,0,1,4
"165","AMHO",2016,"TERCERA","MAIN",0,165,170,0,1,5
"166","AMHO",2006,"PRIMERA","MASE",0,166,300.9,0,0,-5
"167","AMHO",2007,"PRIMERA","MASE",0,167,281.6,0,0,-4
"168","AMHO",2008,"PRIMERA","MASE",0,168,216.5,0,0,-3
"169","AMHO",2009,"PRIMERA","MASE",0,169,210,0,0,-2
"170","AMHO",2010,"PRIMERA","MASE",0,170,228,0,0,-1
"171","AMHO",2011,"PRIMERA","MASE",0,171,320,0,0,0
"172","AMHO",2012,"PRIMERA","MASE",0,172,262.5,0,0,1
"173","AMHO",2013,"PRIMERA","MASE",0,173,236,0,0,2
"174","AMHO",2014,"PRIMERA","MASE",0,174,234.5,0,0,3
"175","AMHO",2015,"PRIMERA","MASE",0,175,350,0,0,4
"176","AMHO",2016,"PRIMERA","MASE",0,176,196.5,0,0,5
"177","AMHO",2006,"SEGUNDA","MASE",0,177,288.4,0,1,-5
"178","AMHO",2007,"SEGUNDA","MASE",0,178,293.4,0,1,-4
"179","AMHO",2008,"SEGUNDA","MASE",0,179,300,0,1,-3
"180","AMHO",2009,"SEGUNDA","MASE",0,180,320,0,1,-2
"181","AMHO",2010,"SEGUNDA","MASE",0,181,285,0,1,-1
"182","AMHO",2011,"SEGUNDA","MASE",1,182,250,4,1,0
"183","AMHO",2012,"SEGUNDA","MASE",0,183,337.5,0,1,1
"184","AMHO",2013,"SEGUNDA","MASE",0,184,289,0,1,2
"185","AMHO",2014,"SEGUNDA","MASE",0,185,275,0,1,3
"186","AMHO",2015,"SEGUNDA","MASE",0,186,350,0,1,4
"187","AMHO",2016,"SEGUNDA","MASE",0,187,225,0,1,5
"188","AMHO",2006,"TERCERA","MASE",0,188,220,0,2,-5
"189","AMHO",2007,"TERCERA","MASE",0,189,300,0,2,-4
"190","AMHO",2008,"TERCERA","MASE",2,190,320,6.25,2,-3
"191","AMHO",2009,"TERCERA","MASE",0,191,300,0,2,-2
"192","AMHO",2010,"TERCERA","MASE",0,192,196.5,0,2,-1
"193","AMHO",2011,"TERCERA","MASE",0,193,180,0,2,0
"194","AMHO",2012,"TERCERA","MASE",1,194,348,2.8735632183908,2,1
"195","AMHO",2013,"TERCERA","MASE",0,195,350,0,2,2
"196","AMHO",2014,"TERCERA","MASE",0,196,260,0,2,3
"197","AMHO",2015,"TERCERA","MASE",0,197,323.5,0,2,4
"198","AMHO",2016,"TERCERA","MASE",0,198,207.16999817,0,2,5
"199","ANIG",2006,"PRIMERA","LLAV",2,199,256.3,7.80335544284042,7,-5
"200","ANIG",2007,"PRIMERA","LLAV",1,200,311,3.21543408360129,7,-4
"201","ANIG",2008,"PRIMERA","LLAV",0,201,90.75,0,7,-3
"202","ANIG",2009,"PRIMERA","LLAV",1,202,242,4.13223140495868,7,-2
"203","ANIG",2010,"PRIMERA","LLAV",0,203,248,0,7,-1
"204","ANIG",2011,"PRIMERA","LLAV",1,204,266.5,3.75234521575985,7,0
"205","ANIG",2012,"PRIMERA","LLAV",0,205,175,0,7,1
"206","ANIG",2013,"PRIMERA","LLAV",2,206,241,8.29875518672199,7,2
"207","ANIG",2014,"PRIMERA","LLAV",1,207,271.5,3.68324125230203,7,3
"208","ANIG",2015,"PRIMERA","LLAV",1,208,296.5,3.37268128161889,7,4
"209","ANIG",2016,"PRIMERA","LLAV",0,209,219,0,7,5
"210","ANIG",2006,"SEGUNDA","LLAV",1,210,291.6,3.42935528120713,3,-5
"211","ANIG",2007,"SEGUNDA","LLAV",0,211,256.6,0,3,-4
"212","ANIG",2008,"SEGUNDA","LLAV",1,212,210,4.76190476190476,3,-3
"213","ANIG",2009,"SEGUNDA","LLAV",1,213,194,5.15463917525773,3,-2
"214","ANIG",2010,"SEGUNDA","LLAV",0,214,241,0,3,-1
"215","ANIG",2011,"SEGUNDA","LLAV",0,215,230,0,3,0
"216","ANIG",2012,"SEGUNDA","LLAV",0,216,83.5,0,3,1
"217","ANIG",2013,"SEGUNDA","LLAV",0,217,252,0,3,2
"218","ANIG",2014,"SEGUNDA","LLAV",0,218,229,0,3,3
"219","ANIG",2015,"SEGUNDA","LLAV",0,219,255,0,3,4
"220","ANIG",2016,"SEGUNDA","LLAV",0,220,110,0,3,5
"221","ANIG",2006,"TERCERA","LLAV",1,221,282,3.54609929078014,3,-5
"222","ANIG",2007,"TERCERA","LLAV",0,222,320,0,3,-4
"223","ANIG",2008,"TERCERA","LLAV",0,223,248.5,0,3,-3
"224","ANIG",2009,"TERCERA","LLAV",1,224,265,3.77358490566038,3,-2
"225","ANIG",2010,"TERCERA","LLAV",0,225,191,0,3,-1
"226","ANIG",2011,"TERCERA","LLAV",0,226,198.5,0,3,0
"227","ANIG",2012,"TERCERA","LLAV",0,227,206,0,3,1
"229","ANIG",2014,"TERCERA","LLAV",0,229,438,0,3,3
"230","ANIG",2015,"TERCERA","LLAV",0,230,300,0,3,4
"231","ANIG",2016,"TERCERA","LLAV",1,231,200,5,3,5
"232","ANIG",2006,"PRIMERA","MAIN",2,232,326.6,6.12369871402327,4,-5
"233","ANIG",2007,"PRIMERA","MAIN",1,233,237.5,4.21052631578947,4,-4
"234","ANIG",2008,"PRIMERA","MAIN",1,234,269.5,3.71057513914657,4,-3
"235","ANIG",2009,"PRIMERA","MAIN",0,235,180,0,4,-2
"236","ANIG",2010,"PRIMERA","MAIN",0,236,284.5,0,4,-1
"237","ANIG",2011,"PRIMERA","MAIN",0,237,270,0,4,0
"238","ANIG",2012,"PRIMERA","MAIN",3,238,220,13.6363636363636,4,1
"239","ANIG",2013,"PRIMERA","MAIN",0,239,237,0,4,2
"240","ANIG",2014,"PRIMERA","MAIN",0,240,288.5,0,4,3
"241","ANIG",2015,"PRIMERA","MAIN",0,241,195,0,4,4
"242","ANIG",2016,"PRIMERA","MAIN",0,242,170,0,4,5
"243","ANIG",2006,"SEGUNDA","MAIN",1,243,245.2,4.07830342577488,4,-5
"244","ANIG",2007,"SEGUNDA","MAIN",0,244,233.4,0,4,-4
"245","ANIG",2008,"SEGUNDA","MAIN",1,245,320,3.125,4,-3
"246","ANIG",2009,"SEGUNDA","MAIN",1,246,320,3.125,4,-2
"247","ANIG",2010,"SEGUNDA","MAIN",0,247,210,0,4,-1
"248","ANIG",2011,"SEGUNDA","MAIN",0,248,279.5,0,4,0
"249","ANIG",2012,"SEGUNDA","MAIN",0,249,400,0,4,1
"250","ANIG",2013,"SEGUNDA","MAIN",0,250,140,0,4,2
"251","ANIG",2014,"SEGUNDA","MAIN",1,251,300,3.33333333333333,4,3
"252","ANIG",2015,"SEGUNDA","MAIN",0,252,242.5,0,4,4
"253","ANIG",2016,"SEGUNDA","MAIN",0,253,190,0,4,5
"254","ANIG",2006,"TERCERA","MAIN",0,254,160,0,3,-5
"255","ANIG",2007,"TERCERA","MAIN",1,255,251.6,3.97456279809221,3,-4
"256","ANIG",2008,"TERCERA","MAIN",0,256,320,0,3,-3
"257","ANIG",2009,"TERCERA","MAIN",1,257,302,3.3112582781457,3,-2
"258","ANIG",2010,"TERCERA","MAIN",0,258,180,0,3,-1
"259","ANIG",2011,"TERCERA","MAIN",0,259,290,0,3,0
"260","ANIG",2012,"TERCERA","MAIN",0,260,269,0,3,1
"261","ANIG",2013,"TERCERA","MAIN",0,261,190,0,3,2
"262","ANIG",2014,"TERCERA","MAIN",0,262,310,0,3,3
"263","ANIG",2015,"TERCERA","MAIN",1,263,290,3.44827586206897,3,4
"264","ANIG",2016,"TERCERA","MAIN",0,264,170,0,3,5
"265","ANIG",2006,"PRIMERA","MASE",3,265,300.9,9.97008973080758,2,-5
"266","ANIG",2007,"PRIMERA","MASE",0,266,281.6,0,2,-4
"267","ANIG",2008,"PRIMERA","MASE",0,267,216.5,0,2,-3
"268","ANIG",2009,"PRIMERA","MASE",0,268,210,0,2,-2
"269","ANIG",2010,"PRIMERA","MASE",0,269,228,0,2,-1
"270","ANIG",2011,"PRIMERA","MASE",0,270,320,0,2,0
"271","ANIG",2012,"PRIMERA","MASE",2,271,262.5,7.61904761904762,2,1
"272","ANIG",2013,"PRIMERA","MASE",0,272,236,0,2,2
"273","ANIG",2014,"PRIMERA","MASE",0,273,234.5,0,2,3
"274","ANIG",2015,"PRIMERA","MASE",0,274,350,0,2,4
"275","ANIG",2016,"PRIMERA","MASE",0,275,196.5,0,2,5
"276","ANIG",2006,"SEGUNDA","MASE",0,276,288.4,0,5,-5
"277","ANIG",2007,"SEGUNDA","MASE",1,277,293.4,3.40831629175188,5,-4
"278","ANIG",2008,"SEGUNDA","MASE",1,278,300,3.33333333333333,5,-3
"279","ANIG",2009,"SEGUNDA","MASE",0,279,320,0,5,-2
"280","ANIG",2010,"SEGUNDA","MASE",0,280,285,0,5,-1
"281","ANIG",2011,"SEGUNDA","MASE",0,281,250,0,5,0
"282","ANIG",2012,"SEGUNDA","MASE",1,282,337.5,2.96296296296296,5,1
"283","ANIG",2013,"SEGUNDA","MASE",0,283,289,0,5,2
"284","ANIG",2014,"SEGUNDA","MASE",0,284,275,0,5,3
"285","ANIG",2015,"SEGUNDA","MASE",1,285,350,2.85714285714286,5,4
"286","ANIG",2016,"SEGUNDA","MASE",2,286,225,8.88888888888889,5,5
"287","ANIG",2006,"TERCERA","MASE",0,287,220,0,4,-5
"288","ANIG",2007,"TERCERA","MASE",1,288,300,3.33333333333333,4,-4
"289","ANIG",2008,"TERCERA","MASE",0,289,320,0,4,-3
"290","ANIG",2009,"TERCERA","MASE",0,290,300,0,4,-2
"291","ANIG",2010,"TERCERA","MASE",1,291,196.5,5.08905852417303,4,-1
"292","ANIG",2011,"TERCERA","MASE",0,292,180,0,4,0
"293","ANIG",2012,"TERCERA","MASE",0,293,348,0,4,1
"294","ANIG",2013,"TERCERA","MASE",0,294,350,0,4,2
"295","ANIG",2014,"TERCERA","MASE",1,295,260,3.84615384615385,4,3
"296","ANIG",2015,"TERCERA","MASE",1,296,323.5,3.09119010819165,4,4
"297","ANIG",2016,"TERCERA","MASE",0,297,207.16999817,0,4,5
"298","ANPA",2006,"PRIMERA","LLAV",5,298,256.3,19.5083886071011,8,-5
"299","ANPA",2007,"PRIMERA","LLAV",3,299,311,9.64630225080386,8,-4
"300","ANPA",2008,"PRIMERA","LLAV",2,300,90.75,22.038567493113,8,-3
"301","ANPA",2009,"PRIMERA","LLAV",2,301,242,8.26446280991736,8,-2
"302","ANPA",2010,"PRIMERA","LLAV",0,302,248,0,8,-1
"303","ANPA",2011,"PRIMERA","LLAV",4,303,266.5,15.0093808630394,8,0
"304","ANPA",2012,"PRIMERA","LLAV",0,304,175,0,8,1
"305","ANPA",2013,"PRIMERA","LLAV",1,305,241,4.149377593361,8,2
"306","ANPA",2014,"PRIMERA","LLAV",3,306,271.5,11.0497237569061,8,3
"307","ANPA",2015,"PRIMERA","LLAV",2,307,296.5,6.74536256323777,8,4
"308","ANPA",2016,"PRIMERA","LLAV",0,308,219,0,8,5
"309","ANPA",2006,"SEGUNDA","LLAV",1,309,291.6,3.42935528120713,5,-5
"310","ANPA",2007,"SEGUNDA","LLAV",2,310,256.6,7.79423226812159,5,-4
"311","ANPA",2008,"SEGUNDA","LLAV",1,311,210,4.76190476190476,5,-3
"312","ANPA",2009,"SEGUNDA","LLAV",0,312,194,0,5,-2
"313","ANPA",2010,"SEGUNDA","LLAV",0,313,241,0,5,-1
"314","ANPA",2011,"SEGUNDA","LLAV",0,314,230,0,5,0
"315","ANPA",2012,"SEGUNDA","LLAV",0,315,83.5,0,5,1
"316","ANPA",2013,"SEGUNDA","LLAV",0,316,252,0,5,2
"317","ANPA",2014,"SEGUNDA","LLAV",1,317,229,4.36681222707424,5,3
"318","ANPA",2015,"SEGUNDA","LLAV",1,318,255,3.92156862745098,5,4
"319","ANPA",2016,"SEGUNDA","LLAV",0,319,110,0,5,5
"320","ANPA",2006,"TERCERA","LLAV",0,320,282,0,7,-5
"321","ANPA",2007,"TERCERA","LLAV",2,321,320,6.25,7,-4
"322","ANPA",2008,"TERCERA","LLAV",2,322,248.5,8.04828973843058,7,-3
"323","ANPA",2009,"TERCERA","LLAV",0,323,265,0,7,-2
"324","ANPA",2010,"TERCERA","LLAV",1,324,191,5.23560209424084,7,-1
"325","ANPA",2011,"TERCERA","LLAV",0,325,198.5,0,7,0
"326","ANPA",2012,"TERCERA","LLAV",1,326,206,4.85436893203883,7,1
"328","ANPA",2014,"TERCERA","LLAV",3,328,438,6.84931506849315,7,3
"329","ANPA",2015,"TERCERA","LLAV",1,329,300,3.33333333333333,7,4
"330","ANPA",2016,"TERCERA","LLAV",1,330,200,5,7,5
"331","ANPA",2006,"PRIMERA","MAIN",2,331,326.6,6.12369871402327,2,-5
"332","ANPA",2007,"PRIMERA","MAIN",1,332,237.5,4.21052631578947,2,-4
"333","ANPA",2008,"PRIMERA","MAIN",0,333,269.5,0,2,-3
"334","ANPA",2009,"PRIMERA","MAIN",0,334,180,0,2,-2
"335","ANPA",2010,"PRIMERA","MAIN",0,335,284.5,0,2,-1
"336","ANPA",2011,"PRIMERA","MAIN",0,336,270,0,2,0
"337","ANPA",2012,"PRIMERA","MAIN",0,337,220,0,2,1
"338","ANPA",2013,"PRIMERA","MAIN",0,338,237,0,2,2
"339","ANPA",2014,"PRIMERA","MAIN",0,339,288.5,0,2,3
"340","ANPA",2015,"PRIMERA","MAIN",0,340,195,0,2,4
"341","ANPA",2016,"PRIMERA","MAIN",0,341,170,0,2,5
"342","ANPA",2006,"SEGUNDA","MAIN",0,342,245.2,0,0,-5
"343","ANPA",2007,"SEGUNDA","MAIN",0,343,233.4,0,0,-4
"344","ANPA",2008,"SEGUNDA","MAIN",0,344,320,0,0,-3
"345","ANPA",2009,"SEGUNDA","MAIN",0,345,320,0,0,-2
"346","ANPA",2010,"SEGUNDA","MAIN",0,346,210,0,0,-1
"347","ANPA",2011,"SEGUNDA","MAIN",0,347,279.5,0,0,0
"348","ANPA",2012,"SEGUNDA","MAIN",0,348,400,0,0,1
"349","ANPA",2013,"SEGUNDA","MAIN",0,349,140,0,0,2
"350","ANPA",2014,"SEGUNDA","MAIN",0,350,300,0,0,3
"351","ANPA",2015,"SEGUNDA","MAIN",0,351,242.5,0,0,4
"352","ANPA",2016,"SEGUNDA","MAIN",0,352,190,0,0,5
"353","ANPA",2006,"TERCERA","MAIN",0,353,160,0,0,-5
"354","ANPA",2007,"TERCERA","MAIN",0,354,251.6,0,0,-4
"355","ANPA",2008,"TERCERA","MAIN",0,355,320,0,0,-3
"356","ANPA",2009,"TERCERA","MAIN",0,356,302,0,0,-2
"357","ANPA",2010,"TERCERA","MAIN",0,357,180,0,0,-1
"358","ANPA",2011,"TERCERA","MAIN",0,358,290,0,0,0
"359","ANPA",2012,"TERCERA","MAIN",0,359,269,0,0,1
"360","ANPA",2013,"TERCERA","MAIN",0,360,190,0,0,2
"361","ANPA",2014,"TERCERA","MAIN",0,361,310,0,0,3
"362","ANPA",2015,"TERCERA","MAIN",0,362,290,0,0,4
"363","ANPA",2016,"TERCERA","MAIN",0,363,170,0,0,5
"364","ANPA",2006,"PRIMERA","MASE",0,364,300.9,0,0,-5
"365","ANPA",2007,"PRIMERA","MASE",0,365,281.6,0,0,-4
"366","ANPA",2008,"PRIMERA","MASE",0,366,216.5,0,0,-3
"367","ANPA",2009,"PRIMERA","MASE",0,367,210,0,0,-2
"368","ANPA",2010,"PRIMERA","MASE",0,368,228,0,0,-1
"369","ANPA",2011,"PRIMERA","MASE",0,369,320,0,0,0
"370","ANPA",2012,"PRIMERA","MASE",0,370,262.5,0,0,1
